doc_id,verb_form,verb_form_start,verb_form_end,verb_lemma,arg1,arg1_start,arg1_end,arg1_pos,arg1_head,arg1_head_start,arg1_head_end,arg2,arg2_start,arg2_end,arg2_pos,arg2_head,arg2_head_start,arg2_head_end,rel_type,pred_serial,full_sentence_text
cd10bc5b4e9524ffbfbf9360537046e65fe8337d49522935f278db08ecbe52a5,brach,117,122,brechen,Helge Schneider,101,116,N,Helge,101,106,einen Auftritt,123,137,N,Auftritt,129,137,con,"Predicate(type='con', args=(Head(sentence=5, token=16), Head(sentence=5, token=20)), strength=0, verb=18)","Nicht allen passt das : Nena rief vergangene Woche bei einem Konzert zum Massnahmen-Ungehorsam auf , Helge Schneider brach einen Auftritt ab ."
b6cc396a39844bb071a2402fdad448cfabdd62b9036706970dd38c5837a9dae6,aufheben,34,42,aufheben,ein Land,10,18,N,Land,14,18,die Quarantäne,19,33,N,Quarantäne,23,33,con,"Predicate(type='con', args=(Head(sentence=23, token=3), Head(sentence=23, token=5)), strength=0, verb=6)",So könnte ein Land die Quarantäne aufheben für Geimpfte und ein anderes für Leute mit negativen Tests .
16fe253e8335b0ca4cd3055c206fa0d41bfd402cbfe49caf5a73a24806da0fba,brach,7,12,brechen,das Bundesparlament,13,32,N,Bundesparlament,17,32,die Session,33,44,N,Session,37,44,con,"Predicate(type='con', args=(Head(sentence=6, token=3), Head(sentence=6, token=5)), strength=0, verb=1)",Damals brach das Bundesparlament die Session ab .
6bfba9af5e56a584e7177dd3971a23af8fb190c5543eb1a418d031bac5ae8fc9,schoss,23,29,schießen,Ein 25-jähriger Rekrut,0,22,N,Rekrut,16,22,den Leiter eines Rekrutierungsbüros,34,69,N,Leiter,38,44,con,"Predicate(type='con', args=(Head(sentence=17, token=2), Head(sentence=17, token=6)), strength=0, verb=3)",Ein 25-jähriger Rekrut schoss auf den Leiter eines Rekrutierungsbüros .
76e57a43976f33f5aeb6fe0ee36c3c55edd17b4132d6dd24b0be2eaf930b6c5f,geschossen,75,85,schießen,Scharfschützen,36,50,N,Scharfschützen,36,50,die Protestierenden,55,74,N,Protestierenden,59,74,con,"Predicate(type='con', args=(Head(sentence=38, token=4), Head(sentence=38, token=7)), strength=0, verb=8)","Von einer Hochhaus-Baustelle hätten Scharfschützen auf die Protestierenden geschossen , erzählen viele ."
3a4938e2b7ae9489b65a291a987d03db9ab3c13f83bd416c812b94d236bf1ce3,fehlt,15,20,fehlen,Die Sicherheit,0,14,N,Sicherheit,4,14,den Festivalfans,26,42,N,Festivalfans,30,42,con,"Predicate(type='con', args=(Head(sentence=8, token=1), Head(sentence=8, token=5)), strength=0, verb=2)",Die Sicherheit fehlt auch den Festivalfans .
ff3d2c4bcef3407062b6d71d6928e4a8f40cd4426de25a6ecf903c005f0f9031,bricht,63,69,brechen,der alte Cupido,14,29,N,Cupido,23,29,den Stundenzeiger,70,87,N,Stundenzeiger,74,87,con,"Predicate(type='con', args=(Head(sentence=39, token=5), Head(sentence=39, token=13)), strength=0, verb=11)",Am Ende hockt der alte Cupido auf einer mächtigen Standuhr und bricht den Stundenzeiger ab .
2f58d454ea96575afe84a8e72f5712dd0cdbe47fed7f225f919f12a581e3aa5b,klagt,63,68,klagen,die Staatsanwaltschaft,27,49,N,Staatsanwaltschaft,31,49,Vincenz und Beat Stocker ( 61,69,98,N,Vincenz,69,76,con,"Predicate(type='con', args=(Head(sentence=13, token=5), Head(sentence=13, token=10)), strength=0, verb=9)","In der Anklageschrift geht die Staatsanwaltschaft aufs Ganze , klagt Vincenz und Beat Stocker ( 61 ) wegen Betruges an ."
fdfebe69eed2f32978e530556ac41ff9e215ed096f407e0fdcbfdce6c1936033,fehlt,85,90,fehlen,das Vertrauen in die türkische Lira,91,126,N,Vertrauen,95,104,Den Investoren,70,84,N,Investoren,74,84,con,"Predicate(type='con', args=(Head(sentence=5, token=14), Head(sentence=5, token=11)), strength=0, verb=12)",Die vordergründige Ursache für die Entwicklung ist schnell gefunden : Den Investoren fehlt das Vertrauen in die türkische Lira .
ac72801aa8b9bf6398986dc076796245f2cfd4fc8709479299b063a99d655b7c,fehlt,9,14,fehlen,der Mut ,33,41,N,Mut,37,40,vielen NLTrainern,15,32,N,NLTrainern,22,32,con,"Predicate(type='con', args=(Head(sentence=14, token=5), Head(sentence=14, token=3)), strength=0, verb=1)","Offenbar fehlt vielen NLTrainern der Mut , nicht nur in der Not auf Junioren zu setzen ."
989d82222032b04866f37ef9a17bc5937d1656a4d911c56f1b0114e06aba6a9c,schiesst,134,142,schießen,Syriens Armee,143,156,N,Armee,151,156,genau nur,116,125,ADV,nur,122,125,con,"Predicate(type='con', args=(Head(sentence=8, token=26), Head(sentence=8, token=21)), strength=0, verb=24)","Originalton Nebensja : « Es wird da der Eindruck erweckt , als bestehe das gesamte Ost-Ghouta aus Hospitälern , und genau nur auf die schiesst Syriens Armee . » Das , so der Moskauer Diplomat , laufe für ihn unter dem Begriff Informationskrieg ."
bd8006505bcae8e328ce51e0a401fe69f2be737844f1307f05a3c31b6bc6ab3c,aufgehoben,102,112,aufheben,der ägyptische Präsident Abdelfatah al-Sisi,30,73,N,Präsident,45,54,den Ausnahmezustand,74,93,N,Ausnahmezustand,78,93,con,"Predicate(type='con', args=(Head(sentence=1, token=8), Head(sentence=1, token=12)), strength=0, verb=15)",Nach mehr als vier Jahren hat der ägyptische Präsident Abdelfatah al-Sisi den Ausnahmezustand im Land aufgehoben .
a964fb85c1ac538aae4678e11935c89856a41858b4992711cf2783fbff9940b3,erregte,5,12,erregen,das Land,18,26,N,Land,22,26,zweiten Mal innert kurzer Zeit,33,63,N,Mal,41,44,con,"Predicate(type='con', args=(Head(sentence=33, token=4), Head(sentence=33, token=8)), strength=0, verb=1)",Dann erregte sich das Land – zum zweiten Mal innert kurzer Zeit .
445b7ee3d2f100d67ad9fead2629216c971380333603ed3489f67b8e806603ed,fehlte,8,14,fehlen,das sportliche Niveau,15,36,N,Niveau,30,36,Der NLA,0,7,N,NLA,4,7,con,"Predicate(type='con', args=(Head(sentence=16, token=5), Head(sentence=16, token=1)), strength=0, verb=2)",Der NLA fehlte das sportliche Niveau .
607cc4e1d02c374b16c2158c1024057c335fa02776854b4891707c829aabd9fe,siegte,11,17,siegen,Taittinger,0,10,N,Taittinger,0,10,den mächtigen Arnault ,24,46,N,Arnault,38,45,con,"Predicate(type='con', args=(Head(sentence=34, token=0), Head(sentence=34, token=5)), strength=0, verb=1)","Taittinger siegte gegen den mächtigen Arnault , den Marktführer in der Champagne , dem unter anderem die Marke Moët & Chandon gehört ."
9f441d4dfcae2fcc46c28c1411dd6e1d810960558efd49f4053e43a531782903,schossen,59,67,schießen,Sicherheitskräfte des Regimes von Diktator Bashar al-Assad,0,58,N,Sicherheitskräfte,0,17,die Oppositionellen,72,91,N,Oppositionellen,76,91,con,"Predicate(type='con', args=(Head(sentence=117, token=0), Head(sentence=117, token=10)), strength=0, verb=7)",Sicherheitskräfte des Regimes von Diktator Bashar al-Assad schossen auf die Oppositionellen .
93f7f60ca6912635277aae003b2216dfc828e9b4ec8a0bf7f09ace12f8f5cf07,brach,23,28,brechen,Der SPD-Finanzminister,0,22,N,SPD-Finanzminister,4,22,seine Ferien,29,41,N,Ferien,35,41,con,"Predicate(type='con', args=(Head(sentence=17, token=1), Head(sentence=17, token=4)), strength=0, verb=2)",Der SPD-Finanzminister brach seine Ferien im Allgäu ab und zeigte sich wenig später im Pulli an der Seite der rheinland-pfälzischen SPD-Ministerpräsidentin Malu Dreyer in der verheerten Eifel .
2300d6f7f164f5aefdd68c5baf98b7f8f0e6c6446cc0775c2feb54da70497dce,benachteiligt,48,61,benachteiligen,Schiedsrichtern,32,47,N,Schiedsrichtern,32,47,Sion,7,11,N,Sion,7,11,con,"Predicate(type='con', args=(Head(sentence=35, token=8), Head(sentence=35, token=3)), strength=0, verb=9)","« Ja , Sion wurde oft genug von Schiedsrichtern benachteiligt ."
962254453ce31a157a8327d84b2a10bfc49c3772b02c94761a3ff3c0dc6ff8ef,bricht,16,22,brechen,Peter Haag,23,33,N,Peter,23,28,die Übung,34,43,N,Übung,38,43,con,"Predicate(type='con', args=(Head(sentence=35, token=4), Head(sentence=35, token=7)), strength=0, verb=3)",An diesem Punkt bricht Peter Haag die Übung ab .
6b6e12dea850735521b602901b79c85e8c856c1a4ae8f4e80fd5d78b42f9a4e7,bezeichnet,30,40,bezeichnen,Der Nutzfahrzeugverband Astag,0,29,N,Nutzfahrzeugverband,4,23,die Konzession für Domo,41,64,N,Konzession,45,55,con,"Predicate(type='con', args=(Head(sentence=45, token=1), Head(sentence=45, token=5)), strength=0, verb=3)",Der Nutzfahrzeugverband Astag bezeichnet die Konzession für Domo angesichts einer fehlenden modernen Terminalinfrastruktur als « überstürzt » .
7d7d1e64deaf99aa4116961a6232a44b6072b796bf1f1d901ebf734478e026c0,klagte,5,11,klagen,der Staatsanwalt,12,28,N,Staatsanwalt,16,28,den Financier Martin Ebner,29,55,N,Financier,33,42,con,"Predicate(type='con', args=(Head(sentence=26, token=3), Head(sentence=26, token=5)), strength=0, verb=1)",2003 klagte der Staatsanwalt den Financier Martin Ebner wegen Insiderhandels an .
c83652d2e8c8c755005860397acf612f6ca9fc35c8f3dff33328d16ae2cbcaae,siegt,9,14,siegen,Hoarau,15,21,N,Hoarau,15,21,Zagreb,44,50,N,Zagreb,44,50,con,"Predicate(type='con', args=(Head(sentence=0, token=4), Head(sentence=0, token=9)), strength=0, verb=3)",) : 2012 siegt Hoarau mit PSG zweimal gegen Zagreb .
efb54380a8c5548ca4219a84a2a46f123dfc2a45658511b21d0713b83ddc1a67,aufheben,79,87,aufheben,die USA,14,21,N,USA,18,21,ihre Wirtschaftssanktionen gegen die Islamische Republik,22,78,N,Wirtschaftssanktionen,27,48,con,"Predicate(type='con', args=(Head(sentence=0, token=3), Head(sentence=0, token=5)), strength=0, verb=10)",Dafür müssten die USA ihre Wirtschaftssanktionen gegen die Islamische Republik aufheben und Iran sein Atomprogramm wieder einschränken .
51f3c74c8e330609402d540cdc40e4b37c32c429b1358e75b89901073c8e96b8,einbringen,111,121,einbringen,die SNB,56,63,N,SNB,60,63,ihre Gewinne,64,76,N,Gewinne,69,76,con,"Predicate(type='con', args=(Head(sentence=32, token=9), Head(sentence=32, token=11)), strength=0, verb=17)","Aus verfassungsrechtlicher Sicht ist zu beachten , dass die SNB ihre Gewinne nicht selber in einen Staatsfonds einbringen darf ."
a0880e017449d61d9655458d76a6d3459b6d18a34fa1f6e360d6748aae8314e0,schossen,33,41,schießen,Die Bergmänner,0,14,N,Bergmänner,4,14,die Polizei,46,57,N,Polizei,50,57,con,"Predicate(type='con', args=(Head(sentence=49, token=1), Head(sentence=49, token=8)), strength=0, verb=5)",Die Bergmänner warfen Bomben und schossen auf die Polizei .
235bdaf9305bd78399fb698634339dc4af144f97dea9d4f832627eb3e7d49b9a,brechen,7,14,brechen,die Betrüger,15,27,N,Betrüger,19,27,den Kontakt zu den Kunden,28,53,N,Kontakt,32,39,con,"Predicate(type='con', args=(Head(sentence=10, token=3), Head(sentence=10, token=5)), strength=0, verb=1)",Danach brechen die Betrüger den Kontakt zu den Kunden ab – diese bleiben auf dem Schaden sitzen .
3cb4c07362756881a5526d459a8e14449feb46b6f1fa1aa81673029eae78a4db,nutzte,158,164,nutzen,der Kreml,165,174,N,Kreml,169,174,Die Spannungen ,88,103,N,Spannungen,92,102,con,"Predicate(type='con', args=(Head(sentence=38, token=26), Head(sentence=38, token=14)), strength=0, verb=24)","Das neue russische Selbstvertrauen auf der Weltbühne bekam auch Deutschland zu spüren : Die Spannungen , die Merkels Flüchtlingspolitik in der EU auslösten , nutzte der Kreml aus ."
9fd24da57f8b4ec1fa4f3bb3ee0f61b161018a18a93100c6eee1e5008f65a4fd,bricht,56,62,brechen,Kroos,50,55,N,Kroos,50,55,das Interview,63,76,N,Interview,67,76,con,"Predicate(type='con', args=(Head(sentence=55, token=10), Head(sentence=55, token=13)), strength=0, verb=11)",Und dann stellst du mir zwei so Scheissfragen . » Kroos bricht das Interview noch während der nächsten Frage ab und läuft davon .
773c23c99b05965bafa7b442e494beadd1c282a510a201eed4e8f7ffac4a7823,aufheben,132,140,aufheben,die FDP-Spitze,74,88,N,FDP-Spitze,78,88,das Verbot für den Bau neuer Kernreaktoren,89,131,N,Verbot,93,99,con,"Predicate(type='con', args=(Head(sentence=25, token=14), Head(sentence=25, token=16)), strength=0, verb=22)","Das grüne Labeling dürfte die Diskussion bis in die Schweiz befeuern , wo die FDP-Spitze das Verbot für den Bau neuer Kernreaktoren aufheben möchte und auch immer mal wieder Gaskraftwerke als Alternative ein Thema sind ."
b37bcdeaba856177a69971f70053e6f715c652f67e18005d7db05a83e5dd603d,verheimlicht,120,132,verheimlichen,Brochez ,0,8,N,Brochez,0,7,den Singapurer Behörden,62,85,N,Behörden,77,85,con,"Predicate(type='con', args=(Head(sentence=11, token=0), Head(sentence=11, token=13)), strength=0, verb=18)","Brochez , der inzwischen in den USA untergetaucht ist , hatte den Singapurer Behörden seinerzeit den eigenen HIV-Status verheimlicht , in diesem Zusammenhang falsche Blutproben abgeliefert und die Behörden auch anderweitig hinters Licht geführt ."
328041425c5a182c618da413642bc9e4d68bec996d7a862759683ce058124029,geschossen,80,90,schießen,die Soldaten,42,54,N,Soldaten,46,54,Rädelsführer,67,79,N,Rädelsführer,67,79,con,"Predicate(type='con', args=(Head(sentence=6, token=7), Head(sentence=6, token=10)), strength=0, verb=11)",Nach Aussage der israelischen Armee haben die Soldaten gezielt auf Rädelsführer geschossen .
9cea13370838d31681ac7a774f027aa2f9fb34f32cfb92fa3f4e6ba75b63a83b,bricht,193,199,brechen,so die rhetorische Figur der Anapher,144,180,N,Figur,163,168,manches Stück,200,213,N,Stück,208,213,con,"Predicate(type='con', args=(Head(sentence=18, token=29), Head(sentence=18, token=37)), strength=0, verb=35)","So traktiert er die Leser phasenweise geradezu antistilistisch mit Kaskaden von Kurzsätzen , die alle mit « Ich » oder « Er » anfangen , reitet so die rhetorische Figur der Anapher zu Tode und bricht manches Stück einfach unwirsch ab ."
a67c8c1564005eb8b9b6dd6e3ce1bb0ffb1fddcd9953034f3b0949c90e310ec5,fehlt,73,78,fehlen,der Mut,121,128,N,Mut,125,128,den Deutschen und ihren Parteien,79,111,N,Deutschen,83,92,con,"Predicate(type='con', args=(Head(sentence=37, token=22), Head(sentence=37, token=16)), strength=0, verb=14)","Doch für mehr Wandel , als ihn ein Scholz oder ein Laschet versprechen , fehlt den Deutschen und ihren Parteien offenbar der Mut ."
7760df914be10660d6f163621b5eeffbee64c0a83b6b8de26c0dcaf4782d2e33,brach,29,34,brechen,Thaci,35,40,N,Thaci,35,40,seine Reise,41,52,N,Reise,47,52,con,"Predicate(type='con', args=(Head(sentence=32, token=5), Head(sentence=32, token=7)), strength=0, verb=4)",Nach Bekanntgabe der Anklage brach Thaci seine Reise ab .
f010f27d5fede083cc2e0a49bb7211b89a55b37b5d80e2be6815b993c1f75e10,zog,30,33,ziehen,Das Paar,21,29,N,Paar,25,29,vier Kinder,39,50,N,Kinder,44,50,con,"Predicate(type='con', args=(Head(sentence=62, token=5), Head(sentence=62, token=9)), strength=0, verb=6)",Foto : Doris Fanconi Das Paar zog hier vier Kinder auf .
78f19be40da4c5965a195dca9245ebdcd849251d419f5948705fbaa7c70fd4ec,siegte,74,80,siegen,die Seleção,81,92,N,Seleção,85,92,Länder ,118,125,N,Länder,118,124,con,"Predicate(type='con', args=(Head(sentence=1, token=14), Head(sentence=1, token=21)), strength=0, verb=12)","Findige Köpfe haben in Brasilien eine seltsame Serie entdeckt : Seit 2010 siegte die Seleção an der WM nur noch gegen Länder , deren Name in Portugiesisch mit einem C beginnt : Chile ( zweimal ) , Kamerun , Kroatien , Kolumbien , die Elfenbeinküste und Nordkorea ."
da57c0844f84dc806959f1c419de9a54bda317ed932fd95a7b7bfe094e34396d,zog,43,46,ziehen,Die australische Regierung,0,26,N,Regierung,17,26,ein Gegenprojekt,72,88,N,Gegenprojekt,76,88,con,"Predicate(type='con', args=(Head(sentence=13, token=2), Head(sentence=13, token=11)), strength=0, verb=6)",Die australische Regierung schritt ein und zog mit Steuergeldern hastig ein Gegenprojekt auf .
0d81b58d180a67459de7ae255d2a6e9d61ad727834d5e23e0b0536333ab91b9f,schiesst,20,28,schießen,das Maschinengewehr,29,48,N,Maschinengewehr,33,48,seinem Werk « As I Opened Fire,53,83,N,Werk,60,64,con,"Predicate(type='con', args=(Head(sentence=27, token=7), Head(sentence=27, token=10)), strength=0, verb=5)","« Bratatatata ! » , schiesst das Maschinengewehr auf seinem Werk « As I Opened Fire » , « Pow ! » , trifft die Faust ins Gesicht bei « Sweet Dreams Baby » ."
581804f7e4db80aad34e575191e330c2a0534c5f873ef2920cda0509e39bafd8,schoss,45,51,schießen,die Zahl der nachgewiesenen Fälle,52,85,N,Zahl,56,60,den neuen Tagesrekord von 2596 Infizierten,112,154,N,Tagesrekord,122,133,con,"Predicate(type='con', args=(Head(sentence=13, token=9), Head(sentence=13, token=19)), strength=0, verb=7)",In Japan mit seinen 126 Millionen Einwohnern schoss die Zahl der nachgewiesenen Fälle vorige Woche immerhin auf den neuen Tagesrekord von 2596 Infizierten .
718cf293fafcdd3f15412934349fc0851ffac5eefd19fbd51a85dd94a3da6584,schiessen,19,28,schießen,Die Aufständischen,0,18,N,Aufständischen,4,18,Damaskus,69,77,N,Damaskus,69,77,con,"Predicate(type='con', args=(Head(sentence=5, token=1), Head(sentence=5, token=9)), strength=0, verb=2)",Die Aufständischen schiessen ihrerseits mit Raketen und Granaten auf Damaskus .
714feb41a369b9b16b5ad74b047085913887059fec6d4dfda9c4c9761d762af4,aufheben,54,62,aufheben,der Kongress,4,16,N,Kongress,8,16,den Notstand,27,39,N,Notstand,31,39,con,"Predicate(type='con', args=(Head(sentence=2, token=2), Head(sentence=2, token=6)), strength=0, verb=10)",Und der Kongress will wohl den Notstand an der Grenze aufheben .
439d07db89c1e5c0d0017ddf1636e45d0aaa2bc0d007db094dff370ca185c8a2,zog,15,18,ziehen,Stuckrad-Barre,0,14,N,Stuckrad-Barre,0,14,seinen Freund,19,32,N,Freund,26,32,con,"Predicate(type='con', args=(Head(sentence=17, token=0), Head(sentence=17, token=3)), strength=0, verb=1)","Stuckrad-Barre zog seinen Freund auf : « Martin hat schon heute Mittag in der Kronenhalle mit dem Saufen angefangen ! » Suter trank schliesslich für zwei , Stuckrad-Barre blieb bei Cola ."
a553e7e239b4cce58efd52a7937c986fa9a41fb9516d3fcc3ef4b65296a3fca9,bestechen,99,108,bestechen,ihre Besitzer,85,98,N,Besitzer,90,98,die Behörden,109,121,N,Behörden,113,121,con,"Predicate(type='con', args=(Head(sentence=16, token=13), Head(sentence=16, token=16)), strength=0, verb=14)","Viele kleinere Fabriken und Werkstätten in der Hauptstadt werden illegal betrieben , ihre Besitzer bestechen die Behörden , um ausserhalb der ausgewiesenen Industriegebiete Gebäude für ihre Produktion zu nutzen ."
09d996e897a4428100664dfbb12b323b27df045f77484be1dda32ade55213218,nutzt,19,24,nutzen,Marco Asensio,25,38,N,Marco,25,30,einen kapitalen Fehler,39,61,N,Fehler,55,61,con,"Predicate(type='con', args=(Head(sentence=7, token=5), Head(sentence=7, token=9)), strength=0, verb=4)",Noch vor der Pause nutzt Marco Asensio einen kapitalen Fehler von Reds-Verteidiger Trent Alexander-Arnold aus und stellt auf 2 : 0 .
609667297850903fe87d47065af790a55236fbcaa3b3332b986c5ec464420777,klagt,31,36,klagen,Die Staatsanwaltschaft Thurgau,0,30,N,Staatsanwaltschaft,4,22,Zur-Rose-Chef Walter Oberhänsli,37,68,N,Zur-Rose-Chef,37,50,con,"Predicate(type='con', args=(Head(sentence=6, token=1), Head(sentence=6, token=4)), strength=0, verb=3)",Die Staatsanwaltschaft Thurgau klagt Zur-Rose-Chef Walter Oberhänsli an .
b30a00c0c13ff0d05ed6738bcdfcf7a6f8a48da799257a04d5db940f6905140b,brach,31,36,brechen,das Astra,37,46,N,Astra,41,46,die Brücke,47,57,N,Brücke,51,57,con,"Predicate(type='con', args=(Head(sentence=12, token=7), Head(sentence=12, token=9)), strength=0, verb=5)",Vier Monate früher als geplant brach das Astra die Brücke wieder ab .
650f08be86cd39b655e3b9d874940689a02d231ad6ba783194b5c4cb31a37516,schiesst,29,37,schießen,der Serbe,38,47,N,Serbe,42,47,einen Linienrichter,80,99,N,Linienrichter,86,99,con,"Predicate(type='con', args=(Head(sentence=4, token=8), Head(sentence=4, token=16)), strength=0, verb=6)","Jetzt , einen Monat später , schiesst der Serbe an den French Open schon wieder einen Linienrichter ab , trifft ihn mitten ins Gesicht ."
8469a02bdf002b2e013fb710817add5c74d426ca6d3841fbe4452f913f2e0ddd,geschossen,84,94,schießen,ein Mann,40,48,N,Mann,44,48,die Journalistin Olivera Lakic,53,83,N,Journalistin,57,69,con,"Predicate(type='con', args=(Head(sentence=50, token=8), Head(sentence=50, token=11)), strength=0, verb=14)","Die Polizei sucht nach Spuren , nachdem ein Mann auf die Journalistin Olivera Lakic geschossen hat ."
6979180fc67552e6da221ebdc6eafb433723deafdd41dd68982fc2203db7d1e0,fehlt,14,19,fehlen,der Mut,60,67,N,Mut,64,67,der Schwester von Ski-Ass Loïc Meillard,20,59,N,Schwester,24,33,con,"Predicate(type='con', args=(Head(sentence=11, token=11), Head(sentence=11, token=5)), strength=0, verb=3)","Heisst : Noch fehlt der Schwester von Ski-Ass Loïc Meillard der Mut , um kompromisslos aufs Gaspedal zu drücken ."
21c333a375a81d19e418e404487ec476cc94a7139ab0e1fc7eb97b6b4273547f,brach,7,12,brechen,Tumler,0,6,N,Tumler,0,6,die Saison,13,23,N,Saison,17,23,con,"Predicate(type='con', args=(Head(sentence=35, token=0), Head(sentence=35, token=3)), strength=0, verb=1)",Tumler brach die Saison ab und entschwand für einen Monat nach Hawaii .
a0a006d99934b687abd32f81f8c20d251cae7b650b6740f94bfaffd06d7d4d13,belangt,126,133,belangen,der Justiz,98,108,N,Justiz,102,108,Alle vom Volk gewählten Präsidenten der letzten dreissig Jahre und auch Keiko Fujimori,0,86,N,Präsidenten,24,35,con,"Predicate(type='con', args=(Head(sentence=13, token=16), Head(sentence=13, token=4)), strength=0, verb=19)",Alle vom Volk gewählten Präsidenten der letzten dreissig Jahre und auch Keiko Fujimori wurden von der Justiz wegen Korruption belangt .
150f5126044157752c9a101d491fc922a9b449da3c1c17206b7288f052e4e6c6,schiesst,14,22,schießen,ein US-Kriegsschiff,23,42,N,US-Kriegsschiff,27,42,ein iranisches Linienflugzeug,43,72,N,Linienflugzeug,58,72,con,"Predicate(type='con', args=(Head(sentence=68, token=5), Head(sentence=68, token=8)), strength=0, verb=3)",Über dem Golf schiesst ein US-Kriegsschiff ein iranisches Linienflugzeug ab .
