doc_id,verb_form,verb_form_start,verb_form_end,verb_lemma,arg1,arg1_start,arg1_end,arg1_pos,arg1_head,arg1_head_start,arg1_head_end,arg2,arg2_start,arg2_end,arg2_pos,arg2_head,arg2_head_start,arg2_head_end,rel_type,pred_serial,full_sentence_text
11bb35eed0314f0e6a1be24ce97285f42d115ba983fabe2262dd1dc26f4e0b26,gilt,93,97,gelten,missverstandene Figur der Geistesgeschichte,117,160,N,Figur,133,138,Knigge,86,92,N,Knigge,86,92,con,"Predicate(type='con', args=(Head(sentence=105, token=18), Head(sentence=105, token=12)), strength=0, verb=13)",Dieser hatte allerdings eine allgemeine Veredelung des menschlichen Umgangs im Sinn – Knigge gilt heute als tragisch missverstandene Figur der Geistesgeschichte .
fdfebe69eed2f32978e530556ac41ff9e215ed096f407e0fdcbfdce6c1936033,fehlt,85,90,fehlen,das Vertrauen in die türkische Lira,91,126,N,Vertrauen,95,104,Den Investoren,70,84,N,Investoren,74,84,con,"Predicate(type='con', args=(Head(sentence=5, token=14), Head(sentence=5, token=11)), strength=0, verb=12)",Die vordergründige Ursache für die Entwicklung ist schnell gefunden : Den Investoren fehlt das Vertrauen in die türkische Lira .
ac72801aa8b9bf6398986dc076796245f2cfd4fc8709479299b063a99d655b7c,fehlt,9,14,fehlen,der Mut ,33,41,N,Mut,37,40,vielen NLTrainern,15,32,N,NLTrainern,22,32,con,"Predicate(type='con', args=(Head(sentence=14, token=5), Head(sentence=14, token=3)), strength=0, verb=1)","Offenbar fehlt vielen NLTrainern der Mut , nicht nur in der Not auf Junioren zu setzen ."
fa661e9d0a647a21d542edebbeb8341a292ae04967fbfdb35a373c23046a4fbe,galten,23,29,gelten,Die Sorgen Kopenhagens,0,22,N,Sorgen,4,10,der China Communications Construction Company ( CCCC,30,82,N,China,34,39,con,"Predicate(type='con', args=(Head(sentence=10, token=1), Head(sentence=10, token=5)), strength=0, verb=3)",Die Sorgen Kopenhagens galten der China Communications Construction Company ( CCCC ) .
989d82222032b04866f37ef9a17bc5937d1656a4d911c56f1b0114e06aba6a9c,schiesst,134,142,schießen,Syriens Armee,143,156,N,Armee,151,156,genau nur,116,125,ADV,nur,122,125,con,"Predicate(type='con', args=(Head(sentence=8, token=26), Head(sentence=8, token=21)), strength=0, verb=24)","Originalton Nebensja : « Es wird da der Eindruck erweckt , als bestehe das gesamte Ost-Ghouta aus Hospitälern , und genau nur auf die schiesst Syriens Armee . » Das , so der Moskauer Diplomat , laufe für ihn unter dem Begriff Informationskrieg ."
e5dfbda3c27c425d8646873856e770ba1a01cf73fd1c4b79a1fbef3ada0a0a35,warnte,41,47,warnen,Der Internationale Währungsfonds ( IWF,0,38,N,Währungsfonds,19,32,die Regierung,71,84,N,Regierung,75,84,con,"Predicate(type='con', args=(Head(sentence=25, token=2), Head(sentence=25, token=11)), strength=0, verb=6)","Der Internationale Währungsfonds ( IWF ) warnte daraufhin im September die Regierung in Harare , dass die Zahlungen an Sakunda das Land in den Ruin treiben könnten ."
17d06e18cc6499130379f48cd8158f3c95e7a5d37b9982f77c530bb05a60764a,gilt,10,14,gelten,Ihr Kampf,0,9,N,Kampf,4,9,Israel,15,21,N,Israel,15,21,con,"Predicate(type='con', args=(Head(sentence=56, token=1), Head(sentence=56, token=3)), strength=0, verb=2)","Ihr Kampf gilt Israel , islamistische Anschläge im Westen hat sie nie verübt ."
bd8006505bcae8e328ce51e0a401fe69f2be737844f1307f05a3c31b6bc6ab3c,aufgehoben,102,112,aufheben,der ägyptische Präsident Abdelfatah al-Sisi,30,73,N,Präsident,45,54,den Ausnahmezustand,74,93,N,Ausnahmezustand,78,93,con,"Predicate(type='con', args=(Head(sentence=1, token=8), Head(sentence=1, token=12)), strength=0, verb=15)",Nach mehr als vier Jahren hat der ägyptische Präsident Abdelfatah al-Sisi den Ausnahmezustand im Land aufgehoben .
a964fb85c1ac538aae4678e11935c89856a41858b4992711cf2783fbff9940b3,erregte,5,12,erregen,das Land,18,26,N,Land,22,26,zweiten Mal innert kurzer Zeit,33,63,N,Mal,41,44,con,"Predicate(type='con', args=(Head(sentence=33, token=4), Head(sentence=33, token=8)), strength=0, verb=1)",Dann erregte sich das Land – zum zweiten Mal innert kurzer Zeit .
607cc4e1d02c374b16c2158c1024057c335fa02776854b4891707c829aabd9fe,siegte,11,17,siegen,Taittinger,0,10,N,Taittinger,0,10,den mächtigen Arnault ,24,46,N,Arnault,38,45,con,"Predicate(type='con', args=(Head(sentence=34, token=0), Head(sentence=34, token=5)), strength=0, verb=1)","Taittinger siegte gegen den mächtigen Arnault , den Marktführer in der Champagne , dem unter anderem die Marke Moët & Chandon gehört ."
93f7f60ca6912635277aae003b2216dfc828e9b4ec8a0bf7f09ace12f8f5cf07,brach,23,28,brechen,Der SPD-Finanzminister,0,22,N,SPD-Finanzminister,4,22,seine Ferien,29,41,N,Ferien,35,41,con,"Predicate(type='con', args=(Head(sentence=17, token=1), Head(sentence=17, token=4)), strength=0, verb=2)",Der SPD-Finanzminister brach seine Ferien im Allgäu ab und zeigte sich wenig später im Pulli an der Seite der rheinland-pfälzischen SPD-Ministerpräsidentin Malu Dreyer in der verheerten Eifel .
2300d6f7f164f5aefdd68c5baf98b7f8f0e6c6446cc0775c2feb54da70497dce,benachteiligt,48,61,benachteiligen,Schiedsrichtern,32,47,N,Schiedsrichtern,32,47,Sion,7,11,N,Sion,7,11,con,"Predicate(type='con', args=(Head(sentence=35, token=8), Head(sentence=35, token=3)), strength=0, verb=9)","« Ja , Sion wurde oft genug von Schiedsrichtern benachteiligt ."
962254453ce31a157a8327d84b2a10bfc49c3772b02c94761a3ff3c0dc6ff8ef,bricht,16,22,brechen,Peter Haag,23,33,N,Peter,23,28,die Übung,34,43,N,Übung,38,43,con,"Predicate(type='con', args=(Head(sentence=35, token=4), Head(sentence=35, token=7)), strength=0, verb=3)",An diesem Punkt bricht Peter Haag die Übung ab .
1ec6c58c51a110cc862a6afe566a339f1a45a5df3c7f2024c0eb8ad1d8083b21,verletzt,103,111,verletzen,ein Mann,41,49,N,Mann,45,49,drei Menschen,89,102,N,Menschen,94,102,con,"Predicate(type='con', args=(Head(sentence=33, token=9), Head(sentence=33, token=18)), strength=0, verb=19)",Auch im Zentrum von Den Haag hat gestern ein Mann mit einem Messer um sich gestochen und drei Menschen verletzt .
e63f7f708e55bc40d662790717c800821b057faf036552b76597157bb24a31a5,verletzt,163,171,verletzen,ein autonomer Testwagen des Taxivermittlers Uber,39,87,N,Testwagen,53,62,eine 49-jährige Fussgängerin ,88,117,N,Fussgängerin,104,116,con,"Predicate(type='con', args=(Head(sentence=7, token=8), Head(sentence=7, token=14)), strength=0, verb=23)","In Tempe im US-Bundesstaat Arizona hat ein autonomer Testwagen des Taxivermittlers Uber eine 49-jährige Fussgängerin , die gerade die Strasse überquerte , tödlich verletzt ."
59ba23659629518f972e1c3c97748fc6bc29f178315cd75a65dfdfcc9d203380,verletze,62,70,verletzen,In einer weiten Auslegung des Begriffs zwingendes Völkerrecht,0,61,N,Völkerrecht,50,61,die Initiative,71,85,N,Initiative,75,85,con,"Predicate(type='con', args=(Head(sentence=6, token=7), Head(sentence=6, token=10)), strength=0, verb=8)",In einer weiten Auslegung des Begriffs zwingendes Völkerrecht verletze die Initiative das Prinzip der Religionsfreiheit .
6b6e12dea850735521b602901b79c85e8c856c1a4ae8f4e80fd5d78b42f9a4e7,bezeichnet,30,40,bezeichnen,Der Nutzfahrzeugverband Astag,0,29,N,Nutzfahrzeugverband,4,23,die Konzession für Domo,41,64,N,Konzession,45,55,con,"Predicate(type='con', args=(Head(sentence=45, token=1), Head(sentence=45, token=5)), strength=0, verb=3)",Der Nutzfahrzeugverband Astag bezeichnet die Konzession für Domo angesichts einer fehlenden modernen Terminalinfrastruktur als « überstürzt » .
093e1bdde6eca81357287fcb1a33319ce632d1834ae117a4b12139793d9efecf,verletzt,80,88,verletzen,die griechischen Behörden,33,58,N,Behörden,50,58,164 Migranten,66,79,N,Migranten,70,79,con,"Predicate(type='con', args=(Head(sentence=11, token=7), Head(sentence=11, token=10)), strength=0, verb=11)","Soylu behauptete am Donnerstag , die griechischen Behörden hätten 164 Migranten verletzt ."
7d7d1e64deaf99aa4116961a6232a44b6072b796bf1f1d901ebf734478e026c0,klagte,5,11,klagen,der Staatsanwalt,12,28,N,Staatsanwalt,16,28,den Financier Martin Ebner,29,55,N,Financier,33,42,con,"Predicate(type='con', args=(Head(sentence=26, token=3), Head(sentence=26, token=5)), strength=0, verb=1)",2003 klagte der Staatsanwalt den Financier Martin Ebner wegen Insiderhandels an .
ab52055257e5615512760574f0d419112e49c279da7a498e7148e3882c4991ee,verletzt,44,52,verletzen,Die Aufnahme des Balkanlandes in die Nato,0,41,N,Aufnahme,4,12,die Interessen Russlands,60,84,N,Interessen,64,74,con,"Predicate(type='con', args=(Head(sentence=37, token=1), Head(sentence=37, token=11)), strength=0, verb=8)","Die Aufnahme des Balkanlandes in die Nato « verletzt direkt die Interessen Russlands und zwingt uns zu entsprechenden Reaktionen » , hatte das russische Aussenministerium gewarnt ."
c2fa7077db2abe4cf07c18342e2fc23fc525fab7df563bf3ec965b00b7d46f1e,gilt,13,17,gelten,ein strenges Gentechnik-Moratorium,30,64,N,Gentechnik-Moratorium,43,64,Schliesslich,0,12,N,Schliesslich,0,12,con,"Predicate(type='con', args=(Head(sentence=65, token=5), Head(sentence=65, token=0)), strength=0, verb=1)","Schliesslich gilt hierzulande ein strenges Gentechnik-Moratorium , Keller musste sich um eine Ausnahmegenehmigung für die Grundlagenforschung bemühen ."
c83652d2e8c8c755005860397acf612f6ca9fc35c8f3dff33328d16ae2cbcaae,siegt,9,14,siegen,Hoarau,15,21,N,Hoarau,15,21,Zagreb,44,50,N,Zagreb,44,50,con,"Predicate(type='con', args=(Head(sentence=0, token=4), Head(sentence=0, token=9)), strength=0, verb=3)",) : 2012 siegt Hoarau mit PSG zweimal gegen Zagreb .
fa3c5afdad5db0363560a38a68e7668b60e9ddb35bb6296587614153de40cacb,verletzt,6,14,verletzen,Russland,15,23,N,Russland,15,23,mehrere zentrale Normen der UNO-Charta,24,62,N,Normen,41,47,con,"Predicate(type='con', args=(Head(sentence=9, token=2), Head(sentence=9, token=5)), strength=0, verb=1)",Damit verletzt Russland mehrere zentrale Normen der UNO-Charta .
a0880e017449d61d9655458d76a6d3459b6d18a34fa1f6e360d6748aae8314e0,schossen,33,41,schießen,Die Bergmänner,0,14,N,Bergmänner,4,14,die Polizei,46,57,N,Polizei,50,57,con,"Predicate(type='con', args=(Head(sentence=49, token=1), Head(sentence=49, token=8)), strength=0, verb=5)",Die Bergmänner warfen Bomben und schossen auf die Polizei .
b21c09191e9de1b0f35115b0165cb3f2e0b53fe590bc25e47a50dd1b85ca43d6,verletzt,150,158,verletzen,ein Mann,96,104,N,Mann,100,104,drei Menschen,136,149,N,Menschen,141,149,con,"Predicate(type='con', args=(Head(sentence=17, token=17), Head(sentence=17, token=24)), strength=0, verb=25)",Heidelberg ( D ) – Bei einem Amoklauf in einem Hörsaal der deutschen Universität Heidelberg hat ein Mann eine junge Frau erschossen und drei Menschen verletzt .
235bdaf9305bd78399fb698634339dc4af144f97dea9d4f832627eb3e7d49b9a,brechen,7,14,brechen,die Betrüger,15,27,N,Betrüger,19,27,den Kontakt zu den Kunden,28,53,N,Kontakt,32,39,con,"Predicate(type='con', args=(Head(sentence=10, token=3), Head(sentence=10, token=5)), strength=0, verb=1)",Danach brechen die Betrüger den Kontakt zu den Kunden ab – diese bleiben auf dem Schaden sitzen .
3cb4c07362756881a5526d459a8e14449feb46b6f1fa1aa81673029eae78a4db,nutzte,158,164,nutzen,der Kreml,165,174,N,Kreml,169,174,Die Spannungen ,88,103,N,Spannungen,92,102,con,"Predicate(type='con', args=(Head(sentence=38, token=26), Head(sentence=38, token=14)), strength=0, verb=24)","Das neue russische Selbstvertrauen auf der Weltbühne bekam auch Deutschland zu spüren : Die Spannungen , die Merkels Flüchtlingspolitik in der EU auslösten , nutzte der Kreml aus ."
9fd24da57f8b4ec1fa4f3bb3ee0f61b161018a18a93100c6eee1e5008f65a4fd,bricht,56,62,brechen,Kroos,50,55,N,Kroos,50,55,das Interview,63,76,N,Interview,67,76,con,"Predicate(type='con', args=(Head(sentence=55, token=10), Head(sentence=55, token=13)), strength=0, verb=11)",Und dann stellst du mir zwei so Scheissfragen . » Kroos bricht das Interview noch während der nächsten Frage ab und läuft davon .
773c23c99b05965bafa7b442e494beadd1c282a510a201eed4e8f7ffac4a7823,aufheben,132,140,aufheben,die FDP-Spitze,74,88,N,FDP-Spitze,78,88,das Verbot für den Bau neuer Kernreaktoren,89,131,N,Verbot,93,99,con,"Predicate(type='con', args=(Head(sentence=25, token=14), Head(sentence=25, token=16)), strength=0, verb=22)","Das grüne Labeling dürfte die Diskussion bis in die Schweiz befeuern , wo die FDP-Spitze das Verbot für den Bau neuer Kernreaktoren aufheben möchte und auch immer mal wieder Gaskraftwerke als Alternative ein Thema sind ."
328041425c5a182c618da413642bc9e4d68bec996d7a862759683ce058124029,geschossen,80,90,schießen,die Soldaten,42,54,N,Soldaten,46,54,Rädelsführer,67,79,N,Rädelsführer,67,79,con,"Predicate(type='con', args=(Head(sentence=6, token=7), Head(sentence=6, token=10)), strength=0, verb=11)",Nach Aussage der israelischen Armee haben die Soldaten gezielt auf Rädelsführer geschossen .
db2d139e3fae6bf3f7e8ffe8927c40b638fec255334cf91ca2a8ca861aeb0dce,verletzt,182,190,verletzen,Die Diskussionsendung « Arena » von Fernsehen SRF zum Ukraine-Krieg,10,77,N,Diskussionsendung,14,31,das Sachgerechtigkeitsgebot,154,181,N,Sachgerechtigkeitsgebot,158,181,con,"Predicate(type='con', args=(Head(sentence=1, token=4), Head(sentence=1, token=26)), strength=0, verb=27)",« Arena » Die Diskussionsendung « Arena » von Fernsehen SRF zum Ukraine-Krieg hat laut der Unabhängigen Beschwerdeinstanz für Radio und Fernsehen ( UBI ) das Sachgerechtigkeitsgebot verletzt .
2bddd7a9e908020f1934f88f590911542f0a6c8aa765a56610bb0d956d8234ac,sorgte,9,15,sorgen,Biermann,0,8,N,Biermann,0,8,nicht,36,41,PTKNEG,nicht,36,41,con,"Predicate(type='con', args=(Head(sentence=15, token=0), Head(sentence=15, token=6)), strength=0, verb=1)","Biermann sorgte sich in seiner Zeit nicht um die Verhärtung zwischen Andersdenkenden , sondern um die Verbitterung als Ermüdungserscheinung im politischen Widerstand ."
9cea13370838d31681ac7a774f027aa2f9fb34f32cfb92fa3f4e6ba75b63a83b,bricht,193,199,brechen,so die rhetorische Figur der Anapher,144,180,N,Figur,163,168,manches Stück,200,213,N,Stück,208,213,con,"Predicate(type='con', args=(Head(sentence=18, token=29), Head(sentence=18, token=37)), strength=0, verb=35)","So traktiert er die Leser phasenweise geradezu antistilistisch mit Kaskaden von Kurzsätzen , die alle mit « Ich » oder « Er » anfangen , reitet so die rhetorische Figur der Anapher zu Tode und bricht manches Stück einfach unwirsch ab ."
a67c8c1564005eb8b9b6dd6e3ce1bb0ffb1fddcd9953034f3b0949c90e310ec5,fehlt,73,78,fehlen,der Mut,121,128,N,Mut,125,128,den Deutschen und ihren Parteien,79,111,N,Deutschen,83,92,con,"Predicate(type='con', args=(Head(sentence=37, token=22), Head(sentence=37, token=16)), strength=0, verb=14)","Doch für mehr Wandel , als ihn ein Scholz oder ein Laschet versprechen , fehlt den Deutschen und ihren Parteien offenbar der Mut ."
76307b93e9180b0d45cd8809be511c2378ee38d85269755cc6f9f29690897276,warnte,64,70,warnen,der renommierte Mediziner Gery,71,101,N,Mediziner,87,96,Büsser,102,108,N,Büsser,102,108,con,"Predicate(type='con', args=(Head(sentence=15, token=13), Head(sentence=15, token=15)), strength=0, verb=10)","In der Schweiz entstand eine Debatte , gegenüber dieser Zeitung warnte der renommierte Mediziner Gery Büsser davor , dass der Sport « in die Gehirnerschütterungssteinzeit » zurückfällt ."
35dd242bc8094b579672145f05d68a1114d081d7152036c4b2f33261ea884e69,gewonnen,70,78,gewinnen,die Basler,7,17,N,Basler,11,17,den Letzten Thun,53,69,N,Thun,65,69,con,"Predicate(type='con', args=(Head(sentence=9, token=2), Head(sentence=9, token=11)), strength=0, verb=12)","Hätten die Basler am letzten Samstag auch noch gegen den Letzten Thun gewonnen , wäre man gar punktgleich ."
40a9e21ab4915997b18c58692ef2b4f0518a61deff8939a30f183fcaaf68ace4,verletzt,34,42,verletzen,Verächtlicher Ton,0,17,N,Ton,14,17,Menschenwürde,20,33,N,Menschenwürde,20,33,con,"Predicate(type='con', args=(Head(sentence=0, token=1), Head(sentence=0, token=3)), strength=0, verb=4)","Verächtlicher Ton , Menschenwürde verletzt : Roger Schawinski im Gespräch mit Salomé Balthus ."
78f19be40da4c5965a195dca9245ebdcd849251d419f5948705fbaa7c70fd4ec,siegte,74,80,siegen,die Seleção,81,92,N,Seleção,85,92,Länder ,118,125,N,Länder,118,124,con,"Predicate(type='con', args=(Head(sentence=1, token=14), Head(sentence=1, token=21)), strength=0, verb=12)","Findige Köpfe haben in Brasilien eine seltsame Serie entdeckt : Seit 2010 siegte die Seleção an der WM nur noch gegen Länder , deren Name in Portugiesisch mit einem C beginnt : Chile ( zweimal ) , Kamerun , Kroatien , Kolumbien , die Elfenbeinküste und Nordkorea ."
347fe4b97629c652466482a16f3fcfa594205f2c3f1d64108c7b72ea01b10ac2,verletzte,11,20,verletzen,Der Iraker,0,10,N,Iraker,4,10,die beiden Deutschen,27,47,N,Deutschen,38,47,con,"Predicate(type='con', args=(Head(sentence=6, token=1), Head(sentence=6, token=6)), strength=0, verb=2)","Der Iraker verletzte dabei die beiden Deutschen mit einem Messer : den 29-Jährigen schwer am Hals , indem er ihm die Halsschlagader durchtrennte ."
d0a6ccd3c1313d74a47f34d17a9287992412fcb29c615db25ddb5a197347e2f4,drängte,5,12,drängen,die Wehrmacht,13,26,N,Wehrmacht,17,26,die Amerikaner,27,41,N,Amerikaner,31,41,con,"Predicate(type='con', args=(Head(sentence=65, token=3), Head(sentence=65, token=5)), strength=0, verb=1)",Dann drängte die Wehrmacht die Amerikaner zurück .
db704d80940498012d32b7cea142bd8f8557a026551e669cc03d6d0da743ab4a,verletzte,34,43,verletzen,ein aus Pakistan stammender Mann,44,76,N,Mann,72,76,zwei Menschen,77,90,N,Menschen,82,90,con,"Predicate(type='con', args=(Head(sentence=43, token=11), Head(sentence=43, token=13)), strength=0, verb=6)",Beispiel Paris : Am 25. September verletzte ein aus Pakistan stammender Mann zwei Menschen mit einem Metzgerbeil in unmittelbarer Nähe der früheren Redaktion der Satire-Zeitschrift « Charlie Hebdo » schwer .
0d81b58d180a67459de7ae255d2a6e9d61ad727834d5e23e0b0536333ab91b9f,schiesst,20,28,schießen,das Maschinengewehr,29,48,N,Maschinengewehr,33,48,seinem Werk « As I Opened Fire,53,83,N,Werk,60,64,con,"Predicate(type='con', args=(Head(sentence=27, token=7), Head(sentence=27, token=10)), strength=0, verb=5)","« Bratatatata ! » , schiesst das Maschinengewehr auf seinem Werk « As I Opened Fire » , « Pow ! » , trifft die Faust ins Gesicht bei « Sweet Dreams Baby » ."
